date,yr,source,variety,varietyII,Location,County,Comments,loc_full,lon,lat
7/26/2007,2007,Garden,NA,NA,"Ballyhaft Rd, Newtownards",Down,NA,"Ballyhaft Rd, Newtownards, Down, UK",-5.6341967,54.5750142
7/26/2007,2007,Crop,Dundrod,NA,"Clough, Ballymena",Antrim,NA,"Clough, Ballymena, Antrim, UK",-6.28916,54.96622
7/30/2007,2007,Crop,Dunbar Standard,NA,Portrush,Antrim,NA,"Portrush, Antrim, UK",-6.6526708,55.2041945
7/31/2007,2007,Crop,Milagro,NA,"Belmont Park, Belfast",Down,NA,"Belmont Park, Belfast, Down, UK",-5.8528016,54.6052291
7/31/2007,2007,Crop,Pink Fir Apple,NA,"Belmont Park, Belfast",Down,NA,"Belmont Park, Belfast, Down, UK",-5.8528016,54.6052291
8/7/2007,2007,Crop,NA,NA,Jordanstown,Antrim,NA,"Jordanstown, Antrim, UK",-6.2072498,54.7195338
7/2/2008,2008,Crop,Home Guard,NA,Clough,Antrim,5 isolated plants.,"Clough, Antrim, UK",-6.28916,54.96622
7/15/2008,2008,Crop,Kerrs Pink,NA,Claudy,"L,Derry",Growing strong and lush,"Claudy, L,Derry, UK",-7.1535639,54.9118564
7/17/2008,2008,Dump,Maris Piper,NA,Rathfriland,Down,Dump dessicated 24 h earlier,"Rathfriland, Down, UK",-6.1611478,54.2381042
7/21/2008,2008,Crop,Kerrs Pink,NA,Dundrum,Down,NA,"Dundrum, Down, UK",-5.8423,54.25833
7/21/2008,2008,Crop,Avalanche,NA,Bushmills,Antrim,NA,"Bushmills, Antrim, UK",-6.5172267,55.2028537
7/23/2008,2008,Crop,Kerrs Pink,Desiree,Kilkeel,Down,"D?sir?e, young crops","Kilkeel, Down, UK",-6.007004,54.0631154
7/24/2008,2008,Crop,Dunbar Standard,NA,Killyleagh,Down,NA,"Killyleagh, Down, UK",-5.6507954,54.3999861
7/25/2008,2008,Crop,UpToDate,NA,Dromore,Down,NA,"Dromore, Down, UK",-6.1493965,54.4144966
8/11/2008,2008,Crop,Kerrs Pink,NA,Strabane,Tyrone,NA,"Strabane, Tyrone, UK",-7.4633103,54.8273865
8/13/2008,2008,Crop,King Edward,NA,Ballymoney,Antrim,NA,"Ballymoney, Antrim, UK",-6.5173708,55.0704888
6/1/2009,2009,Dump,British Queen,NA,Killyleagh,Down,NA,"Killyleagh, Down, UK",-5.6507954,54.3999861
6/8/2009,2009,Crop,British Queen,NA,Broughshane,Antrim,1 plant,"Broughshane, Antrim, UK",-6.2102733,54.8925367
6/17/2009,2009,Crop,Santee,NA,Clough,Down,dried up - no sample,"Clough, Down, UK",-5.83734,54.2912
6/24/2009,2009,Crop,British Queen,NA,Ballymena,Antrim,NA,"Ballymena, Antrim, UK",-6.2072498,54.7195338
6/25/2009,2009,Crop,Romano,NA,Ballyhornan,Down,NA,"Ballyhornan, Down, UK",-5.55944,54.3021
6/30/2009,2009,Crop,Desiree,NA,Killough,Down,NA,"Killough, Down, UK",-5.64008,54.25085
6/30/2009,2009,Crop,British Queen,NA,Bishops court,Down,NA,"Bishops court, Down, UK",-5.6044799,54.30902
6/30/2009,2009,Crop,Kerrs Pink,NA,Limavady,Londonderry,NA,"Limavady, Londonderry, UK",-7.3112299,55.002057
7/1/2009,2009,Crop,Kerrs Pink,NA,Kilrea,Londonderry,NA,"Kilrea, Londonderry, UK",-6.5555797,54.951589
7/1/2009,2009,Crop,King Edward,NA,Coleraine,Londonderry,2 plants with tubers,"Coleraine, Londonderry, UK",-6.6646103,55.1325802
7/7/2009,2009,Crop,Piccolo Star,NA,Rathfriland,Down,NA,"Rathfriland, Down, UK",-6.1611478,54.2381042
7/9/2009,2009,Allotments,Pink Fir Apple,"Milagro, Cara","Belmont, Belfast",Down,NA,"Belmont, Belfast, Down, UK",-5.8512819,54.6039713
7/10/2009,2009,Crop,Kerrs Pink,NA,Newtownstewart,Tyrone,NA,"Newtownstewart, Tyrone, UK",-7.3804931,54.7161761
7/15/2009,2009,Crop,Kerrs Pink,NA,Coleraine,Londonderry,NA,"Coleraine, Londonderry, UK",-6.6646103,55.1325802
7/16/2009,2009,Crop,Up to Date,NA,Newforge Lane,Antrim,BL1/09,"Newforge Lane, Antrim, UK",-5.9463579,54.5589943
7/17/2009,2009,Crop,Kerrs Pink,NA,Newry,Down,NA,"Newry, Down, UK",-6.34023,54.1751024
7/20/2009,2009,Crop,Maris Piper,NA,Donaghadee,Down,NA,"Donaghadee, Down, UK",-5.5375995,54.6425555
7/20/2009,2009,Crop,Santee,NA,Donaghadee,Down,NA,"Donaghadee, Down, UK",-5.5375995,54.6425555
7/20/2009,2009,Crop,Maris Piper,NA,Downpatrick,Down,NA,"Downpatrick, Down, UK",-5.7156922,54.3287514
7/20/2009,2009,Crop,Kerrs Pink,NA,Claudy,Londonderry,NA,"Claudy, Londonderry, UK",-7.1535639,54.9118564
7/21/2009,2009,Crop,Kerrs Pink,NA,Draperstown,Londonderry,NA,"Draperstown, Londonderry, UK",-6.7842648,54.7935167
7/21/2009,2009,Crop,Kerrs Pink,NA,Draperstown,Londonderry,NA,"Draperstown, Londonderry, UK",-6.7842648,54.7935167
7/22/2009,2009,Crop,King Edward,NA,Garvagh,Londonderry,NA,"Garvagh, Londonderry, UK",-7.2771765,55.0056023
7/22/2009,2009,Crop,Up to Date,NA,Garvagh,Londonderry,NA,"Garvagh, Londonderry, UK",-7.2771765,55.0056023
7/22/2009,2009,Crop,various,NA,Crossnacreevy,Down,"R3, R4, R5 & various cvs","Crossnacreevy, Down, UK",-5.84894,54.55566
7/22/2009,2009,Crop,Maris Piper,NA,Downpatrick,Down,NA,"Downpatrick, Down, UK",-5.7156922,54.3287514
7/22/2009,2009,Crop,Maris Piper,NA,Ballyclare,Antrim,32/09 & 33/09 are different crops,"Ballyclare, Antrim, UK",-6.0015221,54.7529144
7/22/2009,2009,Crop,Maris Piper,NA,Ballyclare,Antrim,32/09 & 33/09 are different crops,"Ballyclare, Antrim, UK",-6.0015221,54.7529144
7/23/2009,2009,Crop,Pentland Squire,NA,Bushmills,Antrim,NA,"Bushmills, Antrim, UK",-6.5172267,55.2028537
7/23/2009,2009,Crop,Pentland Squire,NA,Ballymoney,Antrim,NA,"Ballymoney, Antrim, UK",-6.5173708,55.0704888
7/27/2009,2009,Crop,Navan,NA,Comber,Down,NA,"Comber, Down, UK",-5.7456751,54.5504547
7/27/2009,2009,Garden,Charlotte,NA,Lisburn,Antrim,NA,"Lisburn, Antrim, UK",-6.0762675,54.5136292
7/27/2009,2009,Crop,Navan,NA,Lisburn,Antrim,NA,"Lisburn, Antrim, UK",-6.0762675,54.5136292
7/29/2009,2009,Crop,Kerrs Pink,NA,Rathfriland,Down,NA,"Rathfriland, Down, UK",-6.1611478,54.2381042
8/3/2009,2009,Crop,Dunbar Standard,NA,Cloughmills,Antrim,NA,"Cloughmills, Antrim, UK",-6.3325399,54.99904
8/4/2009,2009,Crop,Maris Piper,NA,Rathfriland,Down,NA,"Rathfriland, Down, UK",-6.1611478,54.2381042
8/5/2009,2009,Crop,British Queen,NA,Newry,Down,NA,"Newry, Down, UK",-6.34023,54.1751024
8/5/2009,2009,Crop,Lady Rosetta,NA,Dundrum,Down,NA,"Dundrum, Down, UK",-5.8423,54.25833
8/12/2009,2009,Crop,Paramount,NA,Castlewellan,Down,NA,"Castlewellan, Down, UK",-5.9418219,54.2579967
7/19/2010,2010,Crop,Dunbar Standard,NA,Cloughmills,Antrim,5 samples received,"Cloughmills, Antrim, UK",-6.326308,54.997171
7/19/2010,2010,Crop,Kerrs Pink,NA,Maghera,L/Derry,NA,"Maghera, L/Derry, UK",-6.6733816,54.844535
7/20/2010,2010,Crop,King Edward,NA,Garvagh,L/Derry,1 large plant - 2 samples,"Garvagh, L/Derry, UK",-7.2770862,55.0056312
7/27/2010,2010,Crop,Saxon,NA,Newtownards,Down,NA,"Newtownards, Down, UK",-5.694959,54.4975117
8/9/2010,2010,Crop,Maris Piper,NA,Maghera,L/Derry,NA,"Maghera, L/Derry, UK",-6.6733816,54.844535
8/16/2010,2010,Trial,R1,NA,Crossnacreevey,Down,1 Leaf,"Crossnacreevey, Down, UK",-5.848198,54.556021
8/17/2010,2010,Crop,Kerrs Pink,NA,Newry,Down,NA,"Newry, Down, UK",-6.1663832,54.1453111
8/26/2010,2010,Crop,Navan,NA,Comber,Down,NA,"Comber, Down, UK",-5.7456751,54.5504547
8/26/2010,2010,Crop,Navan,NA,Newtownards,Down,NA,"Newtownards, Down, UK",-5.694959,54.4975117
9/2/2010,2010,Crop,Kerrs Pink,NA,Broughshane,Antrim,NA,"Broughshane, Antrim, UK",-6.2102733,54.8925367
6/18/2011,2011,Crop,Kerrs Pink,NA,Limavady,L/Derry,1 sample followed up with 5 more,"Limavady, L/Derry, UK",-7.2988567,55.0012176
6/29/2011,2011,Crop,Golden Wonder,NA,Cloughmills,Antrim,NA,"Cloughmills, Antrim, UK",-6.33501,55.002205
6/29/2011,2011,Crop,Kerrs Pink,NA,Limavady,L/Derry,NA,"Limavady, L/Derry, UK",-7.2988567,55.0012176
6/30/2011,2011,Crop,Home Guard,NA,Broughshane,Antrim,NA,"Broughshane, Antrim, UK",-6.2102733,54.8925367
6/30/2011,2011,Crop,Home Guard,NA,Broughshane,Antrim,NA,"Broughshane, Antrim, UK",-6.2102733,54.8925367
6/30/2011,2011,Crop,Kerrs Pink,NA,Downpatrick,Down,NA,"Downpatrick, Down, UK",-5.7156922,54.3287514
7/5/2011,2011,Crop,King Edward,NA,Cullybackey,Antrim,NA,"Cullybackey, Antrim, UK",-6.2072498,54.7195338
7/6/2011,2011,Crop,Kerrs Pink,NA,Garvagh,L/Derry,NA,"Garvagh, L/Derry, UK",-6.687505,54.983148
7/8/2011,2011,Crop,Kerrs Pink,NA,Ballyboyland,Antrim,NA,"Ballyboyland, Antrim, UK",-6.207047,54.720055
7/15/2011,2011,Crop,Kerrs Pink,NA,Donemana,Tyrone,NA,"Donemana, Tyrone, UK",-7.3132207,54.8736289
7/18/2011,2011,Crop,Kerrs Pink,NA,Kilkeel,Down,NA,"Kilkeel, Down, UK",-6.007004,54.0631154
7/18/2011,2011,Crop,King Edward,NA,Ringsend,L/Derry,NA,"Ringsend, L/Derry, UK",-6.75114,55.03953
7/18/2011,2011,Crop,Kerrs Pink,NA,Ringsend,L/Derry,NA,"Ringsend, L/Derry, UK",-6.75114,55.03953
7/18/2011,2011,Crop,Up To Date,NA,Ringsend,L/Derry,NA,"Ringsend, L/Derry, UK",-6.75114,55.03953
7/18/2011,2011,Crop,Up To Date,NA,Ringsend,L/Derry,NA,"Ringsend, L/Derry, UK",-6.75114,55.03953
7/20/2011,2011,Crop,Up To Date,NA,Magilligan,L/Derry,NA,"Magilligan, L/Derry, UK",-7.2988567,55.0012176
7/21/2011,2011,Crop,Kerrs Pink,NA,Claudy,L/Derry,NA,"Claudy, L/Derry, UK",-7.1535639,54.9118564
7/25/2011,2011,Crop,Up To Date,NA,Maghera,L/Derry,NA,"Maghera, L/Derry, UK",-6.6733816,54.844535
7/25/2011,2011,Crop,Kerrs Pink,NA,Rathfriland,Down,NA,"Rathfriland, Down, UK",-6.1611478,54.2381042
7/26/2011,2011,Crop,Kerrs Pink,NA,Rathfriland,Down,NA,"Rathfriland, Down, UK",-6.1611478,54.2381042
7/27/2011,2011,Crop,Kerrs Pink,NA,Ardstraw,Tyrone,NA,"Ardstraw, Tyrone, UK",-7.4552201,54.73242
7/27/2011,2011,Crop,Navan,NA,Burnfoot,L/Derry,NA,"Burnfoot, L/Derry, UK",-7.358412,55.039543
7/29/2011,2011,Crop,Paramount,NA,Limavady,L/Derry,NA,"Limavady, L/Derry, UK",-7.2988567,55.0012176
8/3/2011,2011,Crop,Maris Piper,NA,Annalong,Down,NA,"Annalong, Down, UK",-5.90109,54.10771
8/26/2011,2011,Garden,Pink Fir Apple,NA,Belfast,Down,NA,"Belfast, Down, UK",-5.93012,54.597285
9/1/2011,2011,Crop,various,NA,Crossnacreevy,Down,"R0,R1,R3,R6,R7,R11","Crossnacreevy, Down, UK",-5.848597,54.556252
9/4/2011,2011,Garden,Cara,NA,Bangor,Down,NA,"Bangor, Down, UK",-5.6730648,54.6541971
6/22/2012,2012,Crop,Kerrs Pink,NA,Kilkeel,Down,garden + field,"Kilkeel, Down, UK",-6.007004,54.0631154
6/26/2012,2012,Crop,British Queen,NA,Katesbridge,Down,NA,"Katesbridge, Down, UK",-6.1424565,54.3020804
6/27/2012,2012,Crop,Piccolo Star,NA,Ballymartin,Down,NA,"Ballymartin, Down, UK",-5.8807534,54.192594
6/27/2012,2012,Crop,Kerrs Pink,NA,Kilkeel,Down,NA,"Kilkeel, Down, UK",-6.007004,54.0631154
6/28/2012,2012,Crop,British Queen,NA,Ballyclare,Antrim,NA,"Ballyclare, Antrim, UK",-6.001159,54.752808
6/28/2012,2012,Crop,Lady Rosetta,NA,Greenmount,Antrim,Plots,"Greenmount, Antrim, UK",-6.2116286,54.6970934
6/28/2012,2012,Crop,Maris Piper,NA,Greenmount,Antrim,Plots,"Greenmount, Antrim, UK",-6.2116286,54.6970934
7/2/2012,2012,Crop,British Queen,NA,Comber,Down,Plots,"Comber, Down, UK",-5.745164,54.550384
7/2/2012,2012,Crop,Desiree,NA,Comber,Down,Plots,"Comber, Down, UK",-5.7456751,54.5504547
7/2/2012,2012,Crop,British Queen,NA,Crossnacreevy,Down,Plots,"Crossnacreevy, Down, UK",-5.848282,54.556263
7/2/2012,2012,Crop,Up to Date,NA,Newforge,Antrim,Plots,"Newforge, Antrim, UK",-5.945621,54.561087
7/2/2012,2012,Crop,Sarpo Mira,NA,Newforge,Antrim,Plots,"Newforge, Antrim, UK",-5.945621,54.561087
7/2/2012,2012,Crop,Up to Date,NA,Newforge,Antrim,mother tubers BL1/12,"Newforge, Antrim, UK",-5.945621,54.561087
7/4/2012,2012,Crop,British Queen,NA,Ballyclare,Antrim,NA,"Ballyclare, Antrim, UK",-6.0015221,54.7529144
7/4/2012,2012,Crop,Hermes,NA,Ballyhornan,Down,NA,"Ballyhornan, Down, UK",-5.55944,54.3021
7/4/2012,2012,Crop,Desiree,NA,Tyrella,Down,NA,"Tyrella, Down, UK",-5.779364,54.257264
7/10/2012,2012,Crop,Dundrod,NA,"Drumfin, Ballymena",Antrim,NA,"Drumfin, Ballymena, Antrim, UK",-6.3148687,54.9236341
7/11/2012,2012,Crop,British Queen,NA,Ballyclare,Antrim,NA,"Ballyclare, Antrim, UK",-6.0015221,54.7529144
7/14/2012,2012,Garden,Navan,NA,Portadown,Armagh,NA,"Portadown, Armagh, UK",-6.455041,54.421152
7/16/2012,2012,Crop,Kerrs Pink,NA,Newtownstewart,Tyrone,NA,"Newtownstewart, Tyrone, UK",-7.3804931,54.7161761
7/16/2012,2012,Crop,Rooster,NA,Seaforde,Down,NA,"Seaforde, Down, UK",-5.841878,54.306698
7/18/2012,2012,Crop,Avalanche,NA,Ballymoney,Antrim,NA,"Ballymoney, Antrim, UK",-6.4982394,55.0649476
7/18/2012,2012,Crop,Dunbar Standard,NA,Coleraine,Londonderry,NA,"Coleraine, Londonderry, UK",-6.6646103,55.1325802
7/23/2012,2012,Crop,Rooster,NA,Downpatrick,Down,NA,"Downpatrick, Down, UK",-5.7156922,54.3287514
7/23/2012,2012,Crop,Kerrs Pink,NA,Downpatrick,Down,NA,"Downpatrick, Down, UK",-5.7156922,54.3287514
7/23/2012,2012,Crop,British Queen,NA,Downpatrick,Down,NA,"Downpatrick, Down, UK",-5.7156922,54.3287514
7/23/2012,2012,Crop,Cabaret,NA,Limavady,Londonderry,NA,"Limavady, Londonderry, UK",-7.0542474,54.8888741
7/23/2012,2012,Crop,Paramount,NA,Limavady,Londonderry,NA,"Limavady, Londonderry, UK",-7.0542474,54.8888741
7/24/2012,2012,Crop,Up to Date,NA,Maghera,Londonderry,NA,"Maghera, Londonderry, UK",-7.0542474,54.8888741
7/25/2012,2012,Crop,Up to Date,NA,Garvagh,Londonderry,NA,"Garvagh, Londonderry, UK",-7.2770862,55.0056312
7/25/2012,2012,Crop,Kerrs Pink,NA,Magherafelt,Londonderry,NA,"Magherafelt, Londonderry, UK",-6.6077487,54.7553279
7/30/2012,2012,Crop,Duke of York,NA,Warrenpoint,Down,NA,"Warrenpoint, Down, UK",-6.2520778,54.105301
8/6/2012,2012,Crop,Golden Wonder,NA,Magherafelt,Londonderry,NA,"Magherafelt, Londonderry, UK",-6.609118,54.753713
8/15/2012,2012,Crop,British Queen,NA,Newtownstewart,Tyrone,NA,"Newtownstewart, Tyrone, UK",-7.3804931,54.7161761
8/24/2012,2012,Crop,Tomato Money Maker,NA,Comber,Down,home garden tomatoes,"Comber, Down, UK",-5.7456751,54.5504547
8/24/2012,2012,Crop,Tomato Gardeners Delight,NA,Comber,Down,home garden tomatoes,"Comber, Down, UK",-5.7456751,54.5504547
7/17/2013,2013,crop,Golden Wonder,NA,"Broughshane, Ballymena",Antrim,NA,"Broughshane, Ballymena, Antrim, UK",-6.2102733,54.8925367
7/17/2013,2013,crop,Maris Piper,NA,Warrenpoint,Down,"One plant seen with lesions, may be seed borne infection","Warrenpoint, Down, UK",-6.2520778,54.105301
7/19/2013,2013,crop,Kerrs Pink,NA,Armoy,Antrim,NA,"Armoy, Antrim, UK",-6.3270752,55.1308785
7/19/2013,2013,crop,King Edward,NA,"Kalraughts, Ballymoney",Antrim,NA,"Kalraughts, Ballymoney, Antrim, UK",-6.5173708,55.0704888
7/19/2013,2013,crop,Maris Piper,NA,"Lismore, Downpatrick",Down,not isolated,"Lismore, Downpatrick, Down, UK",-5.5856037,54.2991804
7/22/2013,2013,crop,British Queen,NA,"Brocklis, Newtownstewart",Tyrone,few plants in crop,"Brocklis, Newtownstewart, Tyrone, UK",-7.376734,54.712418
7/30/2013,2013,crop,Up-to-Date,NA,"Swatragh, Maghera",L'derry,NA,"Swatragh, Maghera, L'derry, UK",-6.66682,54.90802
8/7/2013,2013,crop,Kerrs Pink,NA,Kilkeel,Down,NA,"Kilkeel, Down, UK",-6.007004,54.0631154
8/14/2013,2013,crop,Desiree,NA,"Ballyarton, Coleraine",L'derry,NA,"Ballyarton, Coleraine, L'derry, UK",-6.661796,55.142329
8/14/2013,2013,crop,British Queen,NA,Cullybackey,Antrim,NA,"Cullybackey, Antrim, UK",-6.2072498,54.7195338
8/14/2013,2013,crop,Maris Piper,NA,"Finlagan, Limavady",L'derry,NA,"Finlagan, Limavady, L'derry, UK",-6.933796,55.044558
8/20/2013,2013,crop,Up-to-Date,NA,"Newforge, Belfast",Down,Greenhouse plants,"Newforge, Belfast, Down, UK",-5.946286,54.558925
8/22/2013,2013,crop,Dundrod,NA,"Newforge, Belfast",Down,Greenhouse plant,"Newforge, Belfast, Down, UK",-5.946286,54.558925
9/4/2013,2013,crop,Kerrs Pink,NA,Banbridge,Down,NA,"Banbridge, Down, UK",-6.2704803,54.348729
9/4/2013,2013,crop,British Queen,NA,"Newforge, Belfast",Down,Small sample from field plot,"Newforge, Belfast, Down, UK",-5.945621,54.561087
10/1/2013,2013,crop,Arran Victory,NA,"Broughshane, Ballymena",Antrim,5 samples from field,"Broughshane, Ballymena, Antrim, UK",-6.2102733,54.8925367
6/9/2014,2014,crop,British Queen,NA,"Tully, Limavady",L'derry,Two patches,"Tully, Limavady, L'derry, UK",-6.988002,55.040946
6/18/2014,2014,crop,King Edward,NA,"Ballyhornan, Ardglass",Down,Single leaf lesion too dried up to sample,"Ballyhornan, Ardglass, Down, UK",-5.6108327,54.2633033
6/18/2014,2014,crop,Kerrs Pink,NA,Kilkeel,Down,One patch (2 sub-samples),"Kilkeel, Down, UK",-6.007004,54.0631154
6/20/2014,2014,crops,Kerrs Pink,King Edward,"Brackney, Kilkeel",Down,2 crops,"Brackney, Kilkeel, Down, UK",-6.007081,54.06314
6/23/2014,2014,crop,Kerrs Pink,NA,"Desertmartin, Magherafelt",L'derry,More than five plants,"Desertmartin, Magherafelt, L'derry, UK",-6.675964,54.770701
7/2/2014,2014,crop,Dunbar Standard,NA,"Roselick, Portstewart",L'derry,More than five plants,"Roselick, Portstewart, L'derry, UK",-6.695439,55.16936
7/3/2014,2014,crop,British Queen,NA,"Sallowilly, Claudy",L'derry,Several patches,"Sallowilly, Claudy, L'derry, UK",-7.1694357,54.8860832
7/3/2014,2014,crop,Kerrs Pink,NA,"Tobermore, Magherafelt",L'derry,Several patches,"Tobermore, Magherafelt, L'derry, UK",-6.70676,54.81145
7/4/2014,2014,crop,Kerrs Pink,NA,"Moy, Dungannon",Tyrone,One to five plants,"Moy, Dungannon, Tyrone, UK",-6.6910263,54.4466495
7/4/2014,2014,crop,British Queen,NA,"Moy, Dungannon",Tyrone,One to five plants,"Moy, Dungannon, Tyrone, UK",-6.6910263,54.4466495
7/18/2014,2014,crop,AFLO1_1,NA,"Whinfield, Crossnacreevy",Down,One to five plants,"Whinfield, Crossnacreevy, Down, UK",-5.849,54.555851
7/18/2014,2014,crop,VR808,NA,"Whinfield, Crossnacreevy",Down,One to five plants,"Whinfield, Crossnacreevy, Down, UK",-5.849,54.555851
7/18/2014,2014,crop,Golden Nugget,NA,"Whinfield, Crossnacreevy",Down,One to five plants,"Whinfield, Crossnacreevy, Down, UK",-5.849,54.555851
7/18/2014,2014,crop,Desiree,NA,"Whinfield, Crossnacreevy",Down,One to five plants,"Whinfield, Crossnacreevy, Down, UK",-5.849,54.555851
7/18/2014,2014,crop,Aphrodite,NA,"Whinfield, Crossnacreevy",Down,One to five plants,"Whinfield, Crossnacreevy, Down, UK",-5.849,54.555851
7/18/2014,2014,crop,Kifli,NA,"Whinfield, Crossnacreevy",Down,One to five plants,"Whinfield, Crossnacreevy, Down, UK",-5.849,54.555851
7/21/2014,2014,crop,Avalanche,NA,Comber,Down,Widespread in crop,"Comber, Down, UK",-5.7456751,54.5504547
7/21/2014,2014,crop,Ramos,NA,Comber,Down,Widespread in crop,"Comber, Down, UK",-5.7456751,54.5504547
7/21/2014,2014,crop,Paramount,NA,Comber,Down,Widespread in crop,"Comber, Down, UK",-5.7456751,54.5504547
7/21/2014,2014,crop,Up-To-Date,NA,"Newforge Lane, Belfast",Antrim,Widespread in crop,"Newforge Lane, Belfast, Antrim, UK",-5.9456746,54.5610685
7/23/2014,2014,crop,British Queen,NA,Broughshane,Antrim,Several patches,"Broughshane, Antrim, UK",-6.2102733,54.8925367
7/23/2014,2014,crop,Navan,NA,Broughshane,Antrim,Several patches,"Broughshane, Antrim, UK",-6.2102733,54.8925367
7/23/2014,2014,crop,Dunbar Standard,NA,Loughguile,Antrim,One to five plants,"Loughguile, Antrim, UK",-6.3054312,55.0619265
7/25/2014,2014,crop,Maris Piper,NA,Dungannon,Tyrone,Widespread in crop,"Dungannon, Tyrone, UK",-6.7669352,54.5082725
7/28/2014,2014,crop,Dunbar Standard,NA,"Braepark, Ballyclare",Antrim,Widespread in crop,"Braepark, Ballyclare, Antrim, UK",-5.999253,54.798951
7/29/2014,2014,crop,Ramos,NA,"Ballinran, Kilkeel",Down,Several patches,"Ballinran, Kilkeel, Down, UK",-6.0009905,54.1049763
7/30/2014,2014,crop,Avalanche,NA,Comber,Down,Widespread in crop,"Comber, Down, UK",-5.745336,54.550185
7/31/2014,2014,crop,British Queen,NA,Coalisland,Tyrone,Widespread in crop,"Coalisland, Tyrone, UK",-6.7022475,54.5403238
7/31/2014,2014,crop,Kerrs Pink,NA,Coalisland,Tyrone,Widespread in crop,"Coalisland, Tyrone, UK",-6.7022475,54.5403238
8/5/2014,2014,garden,British Queen,NA,Broughshane,Antrim,One to five plants,"Broughshane, Antrim, UK",-6.2102733,54.8925367
8/6/2014,2014,crop,Kerrs Pink,NA,Newtownstewart,Tyrone,One to five plants,"Newtownstewart, Tyrone, UK",-7.3804931,54.7161761
8/6/2014,2014,crop,Up-To-Date,NA,Newtownstewart,Tyrone,One small patch,"Newtownstewart, Tyrone, UK",-7.3804931,54.7161761
8/10/2014,2014,garden,Saxon,NA,"Stoneyford, Lisburn",Antrim,Widespread in crop,"Stoneyford, Lisburn, Antrim, UK",-6.2072498,54.7195338
8/12/2014,2014,crop,Kerrs Pink,NA,Rathfriland,Down,Widespread in crop,"Rathfriland, Down, UK",-6.1611478,54.2381042
6/30/2007,2007,crop,British Queen,,Oak Park,Carlow,,"Oak Park, Carlow, IE",-6.91,52.9
7/2/2008,2008,crop,British Queen,,Oak Park,Carlow,,"Oak Park, Carlow, IE",-6.91,52.9
7/6/2009,2009,crop,British Queen,,Oak Park,Carlow,,"Oak Park, Carlow, IE",-6.91,52.9
7/19/2010,2010,crop,British Queen,,Oak Park,Carlow,,"Oak Park, Carlow, IE",-6.91,52.9
7/28/2011,2011,crop,British Queen,,Oak Park,Carlow,,"Oak Park, Carlow, IE",-6.91,52.9
7/13/2012,2012,crop,British Queen,,Oak Park,Carlow,,"Oak Park, Carlow, IE",-6.91,52.9
8/23/2013,2013,crop,British Queen,,Oak Park,Carlow,,"Oak Park, Carlow, IE",-6.91,52.9
8/1/2014,2014,crop,British Queen,,Oak Park,Carlow,,"Oak Park, Carlow, IE",-6.91,52.9
7/31/2015,2015,crop,British Queen,,Oak Park,Carlow,,"Oak Park, Carlow, IE",-6.91,52.9
7/22/2016,2016,crop,British Queen,,Oak Park,Carlow,,"Oak Park, Carlow, IE",-6.91,52.9
